Header,GPSWeek,GPSTime,Heading,Pitch,Roll,gyrox,gyroy,gyroz,accx,accy,accz,Lattitude,Longitude,Altitude,Ve,Vn,Vu,V,NSV1,NSV2,Status,Age,Warming*Cs,
$GPCHC,2125,119773.4,13.24,0.34,-2,0.02,-0.12,-0.05,0.0348,0.006,0.9986,32.0280425,118.8578274,31.53,-0.011,0.008,0.024,0.013,17,13,51,1,2*6C,
$GPCHC,2125,119773.8,13.41,0.35,-2.01,0.09,-0.06,-0.04,0.0351,0.006,0.9979,32.02804248,118.8578274,31.52,0.03,0.004,-0.009,0.03,17,13,51,1,2*63,
$GPCHC,2125,119774.2,13.32,0.33,-2.04,0.07,-0.15,-0.07,0.0354,0.0058,0.9974,32.02804252,118.8578274,31.52,-0.008,0.008,-0.026,0.011,16,13,51,1,2*44,
$GPCHC,2125,119774.4,13.32,0.32,-2.01,0.04,-0.16,-0.04,0.035,0.0057,0.998,32.02804253,118.8578274,31.52,0.003,0.014,-0.049,0.015,16,13,51,1,2*62,
$GPCHC,2125,119774.8,13.01,0.33,-2.02,0.08,-0.08,-0.05,0.0353,0.0057,0.9994,32.02804251,118.8578274,31.52,0.004,-0.011,0.012,0.012,16,13,51,1,2*61,
$GPCHC,2125,119775.6,12.97,0.35,-2.04,0.08,-0.13,-0.04,0.0355,0.0062,0.9984,32.02804254,118.8578274,31.51,-0.02,-0.019,0.028,0.028,16,13,51,0,2*4C,
$GPCHC,2125,119775.8,13.03,0.3,-2.04,0.05,-0.15,-0.05,0.0355,0.0052,0.9979,32.02804256,118.8578274,31.51,-0.006,0.02,-0.051,0.021,16,13,51,1,2*4C,
$GPCHC,2125,119776,13.03,0.35,-2.01,0.08,-0.18,-0.01,0.035,0.0061,0.9989,32.02804255,118.8578274,31.51,-0.023,-0.009,-0.02,0.025,16,13,51,1,2*69,
$GPCHC,2125,119776.6,13,0.36,-2.05,0.08,-0.15,-0.03,0.0358,0.0063,0.9986,32.02804256,118.8578275,31.51,-0.013,-0.006,-0.058,0.015,16,13,51,0,2*60,
$GPCHC,2125,119776.8,12.77,0.33,-2.05,0.04,-0.13,-0.05,0.0358,0.0057,0.9991,32.02804257,118.8578275,31.5,0.024,0.007,-0.084,0.025,16,13,51,1,2*65,
$GPCHC,2125,119777.6,12.84,0.31,-2.05,0.06,-0.16,-0.05,0.0358,0.0054,0.9988,32.02804252,118.8578275,31.51,-0.015,-0.028,-0.021,0.032,16,13,51,0,2*6B,
$GPCHC,2125,119777.8,12.84,0.37,-2.08,0.1,-0.1,-0.03,0.0365,0.0065,1.0056,32.02804255,118.8578275,31.51,-0.003,0.035,0.022,0.035,16,13,51,1,2*68,
$GPCHC,2125,119778.4,13.41,0.32,-2.05,0.07,-0.16,-0.05,0.0357,0.0057,0.9984,32.02804252,118.8578276,31.5,0.011,-0.03,0.025,0.031,17,14,51,1,2*65,
$GPCHC,2125,119778.8,13.27,0.36,-2.09,0.09,-0.17,-0.04,0.0366,0.0063,1.0024,32.02804254,118.8578276,31.51,-0.005,0.006,-0.02,0.008,17,15,51,1,2*45,
$GPCHC,2125,119779.2,13.23,0.38,-2.08,0.09,-0.13,-0.04,0.0363,0.0067,0.9988,32.02804251,118.8578276,31.51,0.003,-0.005,0.023,0.006,17,15,51,1,2*68,
$GPCHC,2125,119779.4,13.05,0.3,-2.08,0.06,-0.15,-0.07,0.0362,0.0052,0.9991,32.02804249,118.8578276,31.5,0,0.012,-0.065,0.012,17,13,51,1,2*65,
$GPCHC,2125,119779.8,13.1,0.33,-2.06,0.1,-0.16,-0.05,0.0359,0.0058,0.9984,32.02804246,118.8578276,31.5,0.007,-0.029,0.001,0.03,17,13,51,1,2*62,
$GPCHC,2125,119780.4,13.23,0.34,-2.03,0.04,-0.14,-0.04,0.0355,0.0059,0.9995,32.02804248,118.8578275,31.5,0,0.009,0.02,0.009,17,13,51,1,2*66,
$GPCHC,2125,119780.8,12.15,0.32,-2.06,0.03,-0.14,-0.07,0.036,0.0057,0.9991,32.02804248,118.8578275,31.51,-0.024,-0.026,0.03,0.036,17,12,51,1,2*4D,
$GPCHC,2125,119781,12.14,0.34,-2.06,0,-0.17,-0.02,0.0359,0.0059,0.9988,32.0280425,118.8578275,31.5,-0.029,-0.007,0.007,0.03,17,12,51,1,2*4E,
$GPCHC,2125,119781.2,12.01,0.34,-2.06,0.02,-0.16,-0.04,0.036,0.0059,0.9987,32.0280425,118.8578275,31.51,0.027,0.007,-0.017,0.028,17,12,51,1,2*61,
$GPCHC,2125,119781.6,13.08,0.34,-2.04,0.07,-0.15,-0.02,0.0355,0.006,0.9971,32.02804252,118.8578275,31.51,-0.003,0.014,0.007,0.014,17,13,51,0,2*61,
$GPCHC,2125,119782,13.24,0.35,-2.08,0.06,-0.12,-0.07,0.0364,0.0061,0.9991,32.02804254,118.8578275,31.5,-0.045,0.013,-0.088,0.047,17,13,51,1,2*46,
$GPCHC,2125,119782.2,12.5,0.34,-2.04,0.07,-0.15,-0.08,0.0356,0.006,0.9992,32.02804251,118.8578275,31.51,0.023,-0.001,-0.05,0.023,17,12,51,1,2*49,
$GPCHC,2125,119782.4,12.5,0.36,-2.06,0.04,-0.13,-0.05,0.0358,0.0062,0.9984,32.02804251,118.8578275,31.52,-0.039,-0.021,0.049,0.045,17,12,51,1,2*4F,
$GPCHC,2125,119782.6,13.13,0.33,-2.04,0.04,-0.14,-0.04,0.0356,0.0058,0.9991,32.0280425,118.8578275,31.52,0.006,-0.002,0.101,0.006,17,13,51,0,2*6C,
$GPCHC,2125,119783,13.1,0.35,-2.07,0.02,-0.15,-0.08,0.0361,0.0061,0.9983,32.02804252,118.8578275,31.51,-0.039,-0.01,0.015,0.04,17,13,51,1,2*4D,
$GPCHC,2125,119783.2,13,0.32,-2.07,0.04,-0.17,-0.05,0.0361,0.0056,0.9992,32.02804253,118.8578275,31.51,0.004,0.008,-0.04,0.009,17,13,51,1,2*6F,
$GPCHC,2125,119783.6,13.02,0.34,-2.06,0.04,-0.14,-0.1,0.036,0.0059,0.9988,32.02804253,118.8578274,31.51,-0.04,0.004,0.047,0.04,18,12,51,0,2*6F,
$GPCHC,2125,119784,14.84,0.33,-2.06,0.04,-0.15,-0.02,0.0359,0.0058,0.9989,32.02804252,118.8578272,31.53,-0.02,-0.011,0.025,0.022,17,12,51,1,2*4A,
$GPCHC,2125,119784.2,14.46,0.35,-2.06,0.07,-0.16,-0.03,0.036,0.006,0.9992,32.02804252,118.8578273,31.53,0.037,0.024,0.005,0.044,17,12,51,1,2*4D,
$GPCHC,2125,119784.6,14.24,0.35,-2.06,0.06,-0.15,-0.04,0.0359,0.0061,0.999,32.02804252,118.8578274,31.51,0.001,-0.001,0.087,0.001,16,11,51,0,2*63,
$GPCHC,2125,119785,12.62,0.34,-2.05,0.06,-0.15,-0.02,0.0358,0.0059,0.999,32.02804256,118.8578275,31.52,0.037,0.066,-0.077,0.076,16,12,51,1,2*68,
$GPCHC,2125,119785.6,13.04,0.3,-2.23,-0.42,-0.97,-0.08,0.0387,0.0053,0.9954,32.02804252,118.8578275,31.51,-0.013,-0.039,-0.04,0.042,17,12,51,0,2*43,
$GPCHC,2125,119785.8,12.94,0.38,-2.05,0.07,-0.01,-0.06,0.0358,0.0067,0.9999,32.02804254,118.8578275,31.51,-0.03,0.011,-0.075,0.032,17,12,51,1,2*41,
$GPCHC,2125,119786,12.87,0.33,-2.05,0.02,-0.18,-0.04,0.0357,0.0058,0.9991,32.02804252,118.8578276,31.5,0.057,-0.013,0.003,0.059,16,11,51,1,2*64,
$GPCHC,2125,119786.2,12.93,0.35,-2.04,-0.01,-0.2,-0.04,0.0357,0.0061,0.9987,32.02804255,118.8578275,31.51,0.023,-0.003,0.009,0.023,16,12,51,1,2*4D,
$GPCHC,2125,119786.4,12.93,0.33,-2.06,0.02,-0.19,-0.03,0.0359,0.0058,0.9989,32.02804254,118.8578275,31.5,0.012,-0.002,0.075,0.012,16,12,51,1,2*6B,
$GPCHC,2125,119786.8,12.92,0.35,-2.05,0.02,-0.15,-0.04,0.0358,0.0062,0.9992,32.02804254,118.8578275,31.5,-0.055,-0.024,0.011,0.06,16,11,51,1,2*46,
$GPCHC,2125,119787,12.92,0.34,-2.05,0.05,-0.16,-0.08,0.0358,0.0059,0.9995,32.02804255,118.8578275,31.48,-0.022,0.004,-0.106,0.022,16,11,51,1,2*41,
$GPCHC,2125,119787.2,12.79,0.33,-2.06,0.05,-0.15,-0.04,0.036,0.0058,0.999,32.02804253,118.8578275,31.48,-0.01,0.012,-0.074,0.016,16,11,51,1,2*41,
$GPCHC,2125,119787.4,12.79,0.35,-2.06,0.06,-0.15,-0.05,0.0359,0.006,0.999,32.02804252,118.8578275,31.48,-0.005,-0.02,-0.005,0.02,16,11,51,1,2*6E,
$GPCHC,2125,119787.6,12.73,0.34,-2.06,0.07,-0.15,-0.02,0.036,0.0058,0.9991,32.02804255,118.8578275,31.47,-0.012,0.014,-0.038,0.019,16,11,51,0,2*46,
$GPCHC,2125,119787.8,13.19,0.13,-2.06,0.38,-0.09,-0.11,0.0368,0.0023,1.0224,32.0280425,118.8578275,31.47,-0.046,-0.049,-0.107,0.067,16,11,51,1,2*65,
$GPCHC,2125,119788,13.19,0.34,-2.04,0.05,-0.36,-0.09,0.0356,0.006,0.9984,32.02804252,118.8578275,31.47,-0.03,-0.025,0.001,0.039,16,11,51,1,2*4B,
$GPCHC,2125,119788.4,14.15,0.33,-2.05,0.06,-0.09,-0.05,0.0358,0.0057,1.0005,32.02804254,118.8578275,31.46,0.006,0.017,-0.02,0.018,16,11,51,1,2*6B,
$GPCHC,2125,119788.8,13.58,0.34,-2.16,0.03,-0.16,-0.04,0.0376,0.0059,0.9991,32.02804253,118.8578276,31.45,-0.024,-0.04,-0.134,0.047,15,11,51,1,2*67,
$GPCHC,2125,119789,13.48,0.44,-2.06,0.07,-0.11,-0.07,0.0358,0.0077,0.9977,32.02804255,118.8578276,31.46,0.087,-0.003,0.051,0.087,15,9,51,1,2*5B,
$GPCHC,2125,119789.4,11.82,0.66,-2.14,0.08,-0.23,-0.02,0.0371,0.0115,0.9942,32.02804257,118.8578276,31.46,-0.015,0.008,-0.027,0.017,16,9,51,1,2*79,
$GPCHC,2125,119789.8,14.05,0.48,-2.06,0.01,-0.15,-0.05,0.0359,0.0083,0.9995,32.02804256,118.8578276,31.45,0.002,-0.001,-0.059,0.003,15,7,51,1,2*7A,
$GPCHC,2125,119790.6,13.48,0.1,-2.09,0.2,0.13,-0.06,0.0365,0.0017,0.9982,32.02804258,118.8578275,31.47,0.02,-0.008,-0.03,0.022,15,9,51,0,2*5C,
$GPCHC,2125,119791,13.31,0.38,-2.03,0.14,-0.13,-0.03,0.0354,0.0065,0.9975,32.02804259,118.8578275,31.48,-0.035,0.023,-0.012,0.042,15,10,51,1,2*42,
$GPCHC,2125,119791.4,13.04,0.49,-2.19,0.1,-0.17,-0.03,0.038,0.0085,0.9961,32.02804262,118.8578275,31.48,-0.037,0.005,-0.058,0.038,16,11,51,1,2*48,
$GPCHC,2125,119791.6,13.25,0.23,-2.13,0.09,-0.05,-0.03,0.0372,0.004,0.9992,32.02804263,118.8578275,31.49,0.007,0.018,0.069,0.02,16,11,51,0,2*48,
$GPCHC,2125,119792,13.33,0.35,-2.02,0.04,-0.18,-0.03,0.0353,0.0062,0.999,32.02804259,118.8578275,31.49,0.021,0.022,0.052,0.031,16,11,51,1,2*48,
$GPCHC,2125,119792.4,13.72,0.35,-2.03,0.02,-0.19,-0.05,0.0354,0.006,0.9988,32.02804259,118.8578275,31.49,-0.012,0.027,-0.117,0.029,16,11,51,1,2*47,
$GPCHC,2125,119792.6,13.54,0.34,-2.03,0.04,-0.17,-0.04,0.0355,0.006,0.9993,32.02804262,118.8578275,31.49,-0.003,0.043,0.047,0.043,16,12,51,0,2*6E,
$GPCHC,2125,119793,13.72,0.35,-2.06,0.03,-0.16,-0.02,0.0359,0.006,0.9988,32.02804255,118.8578275,31.52,-0.023,-0.01,-0.006,0.025,16,10,51,1,2*67,
$GPCHC,2125,119793.2,12.73,0.34,-2.07,0.03,-0.15,0,0.036,0.0059,0.9988,32.02804255,118.8578276,31.51,0.037,-0.005,-0.111,0.037,16,9,51,1,2*50,
$GPCHC,2125,119793.4,12.73,0.35,-2.05,0.05,-0.16,-0.05,0.0358,0.0061,0.999,32.02804259,118.8578276,31.5,0.055,0.077,0.06,0.095,16,9,51,1,2*7D,
$GPCHC,2125,119793.8,11.28,0.33,-2.04,0.04,-0.18,-0.06,0.0357,0.0058,0.9992,32.02804252,118.8578276,31.52,-0.03,-0.049,0.16,0.058,16,7,51,1,2*7C,
$GPCHC,2125,119794.4,13.5,0.34,-2.07,0.04,-0.13,-0.02,0.036,0.0059,0.9989,32.02804254,118.8578275,31.52,0.019,-0.019,-0.069,0.027,15,8,51,1,2*78,
$GPCHC,2125,119794.8,12.44,0.18,-1.96,-0.02,-0.04,-0.15,0.0343,0.0031,1.0025,32.02804259,118.8578275,31.53,-0.026,0.027,0.007,0.038,15,7,51,1,2*7C,
$GPCHC,2125,119795.2,11.6,0.37,-2.21,0.08,-0.11,-0.05,0.0385,0.0065,0.9977,32.02804261,118.8578276,31.52,0.023,0.046,-0.089,0.051,14,7,51,1,2*5D,
$GPCHC,2125,119795.6,11.29,0.37,-2.03,0,-0.13,-0.04,0.0353,0.0065,0.9988,32.02804257,118.8578276,31.51,-0.021,0.038,-0.002,0.044,15,7,51,0,2*57,
$GPCHC,2125,119795.8,10.82,0.32,-2.02,0.04,-0.16,-0.07,0.0352,0.0056,0.9991,32.02804255,118.8578277,31.5,0.085,0.047,-0.021,0.097,15,8,51,1,2*5C,
$GPCHC,2125,119796.2,12.09,0.29,-2.07,0.06,-0.12,-0.05,0.0361,0.005,0.9992,32.02804261,118.8578277,31.52,0.017,0.036,0.063,0.04,15,8,51,1,2*73,
$GPCHC,2125,119796.4,297.05,0.4,-1.97,0.02,-0.2,-0.05,0.0343,0.0069,0.9988,32.02804259,118.8578277,31.52,0.052,-0.015,0.106,0.054,15,10,91,1,2*53,
$GPCHC,2125,119796.6,297.1,0.35,-2.12,0.08,-0.31,-0.01,0.0369,0.0061,0.9948,32.02804257,118.8578278,31.51,0.03,-0.029,-0.012,0.041,15,9,91,0,2*48,
$GPCHC,2125,119796.8,297.15,0.69,-2.2,-0.05,-0.85,-0.06,0.0378,0.0119,0.9841,32.02804265,118.8578277,31.51,-0.011,0.038,-0.015,0.04,15,10,91,1,2*5E,
$GPCHC,2125,119797,297.15,0.13,-2.27,0.04,-0.01,-0.04,0.0395,0.0023,0.9934,32.02804259,118.8578278,31.51,0.003,0.01,0.056,0.011,15,10,91,1,2*74,
$GPCHC,2125,119797.4,297.41,0.28,-2,0.05,-0.21,-0.04,0.035,0.0049,1,32.02804264,118.8578277,31.51,-0.003,0.023,0.044,0.023,16,9,91,1,2*60,
$GPCHC,2125,119797.8,352.69,0.32,-2.03,0.07,-0.12,-0.07,0.0353,0.0056,0.9983,32.02804266,118.8578277,31.52,0.034,0.01,-0.109,0.036,15,11,91,1,2*52,
$GPCHC,2125,119798,352.09,0.37,-2.07,0.06,-0.16,-0.04,0.0361,0.0064,0.9981,32.02804266,118.8578277,31.53,0.013,0.026,0.025,0.029,14,10,91,1,2*71,
$GPCHC,2125,119798.4,353.75,0.33,-2.05,0.07,-0.15,-0.04,0.0357,0.0058,0.9989,32.0280426,118.8578277,31.53,-0.003,0.015,0.138,0.015,15,10,91,1,2*50,
$GPCHC,2125,119798.6,353.56,0.34,-2.05,0.08,-0.17,-0.02,0.0358,0.0059,0.9988,32.02804259,118.8578277,31.52,-0.003,-0.006,0.031,0.007,15,10,91,0,2*7F,
$GPCHC,2125,119798.8,353.44,0.34,-2.06,0.07,-0.17,-0.03,0.036,0.0059,0.9993,32.02804259,118.8578277,31.52,0.035,-0.013,-0.071,0.037,15,10,91,1,2*70,
$GPCHC,2125,119799,353.44,0.35,-2.05,0.04,-0.14,-0.08,0.0357,0.0061,0.9989,32.02804263,118.8578277,31.51,0.041,-0.003,-0.077,0.041,15,10,91,1,2*79,
$GPCHC,2125,119799.2,353.16,0.35,-2.05,0.02,-0.15,-0.04,0.0358,0.0062,0.9988,32.02804266,118.8578278,31.52,0.019,0.008,-0.045,0.021,15,10,91,1,2*57,
$GPCHC,2125,119799.6,313.34,0.35,-2.05,0.05,-0.15,-0.05,0.0358,0.0062,0.9987,32.02804267,118.8578277,31.52,-0.039,0.023,0.12,0.045,15,8,91,1,2*60,
$GPCHC,2125,119800,305.17,0.34,-2.07,0.07,-0.17,-0.06,0.036,0.0059,0.9971,32.02804264,118.8578279,31.5,0.039,0.017,0.081,0.042,15,7,91,1,2*4D,
$GPCHC,2125,119800.6,339.06,0.36,-2.07,-0.05,-0.29,-0.07,0.0362,0.0063,0.9988,32.02804268,118.8578278,31.5,0.067,-0.004,-0.041,0.067,16,12,91,0,2*57,
$GPCHC,2125,119800.8,339,0.35,-2.12,-0.01,-0.08,0,0.0369,0.0061,0.9982,32.02804271,118.8578278,31.51,0.017,0.026,0.021,0.031,16,12,91,1,2*7F,
$GPCHC,2125,119801.2,338.65,0.4,-1.97,0.1,0.04,-0.12,0.0344,0.007,1.0014,32.02804271,118.8578278,31.5,-0.002,-0.029,-0.033,0.029,15,8,91,1,2*4D,
$GPCHC,2125,119801.4,336.69,0.26,-2.45,-0.28,-0.39,-0.03,0.0429,0.0046,1.0042,32.0280427,118.8578278,31.51,-0.042,0.007,0.051,0.042,17,8,91,1,2*49,
$GPCHC,2125,119801.6,336.69,0.23,-2.1,0.45,-0.16,-0.14,0.0362,0.0039,0.9859,32.0280427,118.8578278,31.5,-0.035,0.018,-0.033,0.039,17,8,91,0,2*42,
$GPCHC,2125,119801.8,336.69,0.49,-2.11,-0.03,-0.42,-0.05,0.0367,0.0085,0.9982,32.02804266,118.8578278,31.49,0.02,-0.059,-0.116,0.062,17,8,91,1,2*6D,
$GPCHC,2125,119802,336.69,0.17,-2.13,-0.14,0.05,-0.06,0.0371,0.003,0.9999,32.02804263,118.8578278,31.48,-0.033,-0.015,-0.075,0.036,16,8,91,1,2*63,
$GPCHC,2125,119802.4,302.64,0.24,-1.87,-0.06,-0.37,-0.06,0.0326,0.0042,1.0013,32.02804254,118.8578278,31.46,0.044,-0.049,-0.06,0.066,16,6,91,1,2*6A,
$GPCHC,2125,119802.6,150.74,0.5,-2.24,0.43,0.31,0.01,0.0387,0.0087,0.9895,32.02804254,118.8578279,31.46,0,-0.029,-0.089,0.029,16,6,91,0,2*61,
$GPCHC,2125,119803,302.49,0.3,-2.17,-0.12,0.11,-0.06,0.038,0.0052,1.0057,32.02804256,118.8578277,31.43,0.05,0.004,0.038,0.05,12,6,91,1,2*43,
$GPCHC,2125,119803.2,302.4,0.47,-3.04,0.37,4.8,-0.04,0.0511,0.0079,0.9619,32.02804267,118.8578278,31.49,0.022,0.104,0.363,0.107,11,5,91,1,2*66,
$GPCHC,2125,119803.4,303.04,0.48,-2.06,0.14,0.29,-0.02,0.0357,0.0083,0.9953,32.02804269,118.8578278,31.46,-0.086,-0.017,-0.301,0.088,15,5,91,1,2*4C,
$GPCHC,2125,119803.6,301.36,0.24,-1.98,0.14,-0.09,-0.04,0.0345,0.0041,0.9983,32.02804268,118.8578278,31.47,0.054,0,0.004,0.054,15,5,91,1,2*4C,
$GPCHC,2125,119804,302.74,0.27,-2.1,0.22,-1.14,-0.08,0.0374,0.0048,1.0204,32.02804267,118.8578279,31.46,0.054,0.012,0.149,0.055,11,5,91,2,2*4F,
$GPCHC,2125,119804.2,303.32,0.46,-2.36,0.11,-0.53,-0.04,0.041,0.008,0.9967,32.02804268,118.8578278,31.46,-0.071,-0.013,0.034,0.073,11,5,91,2,2*44,
$GPCHC,2125,119804.4,303.98,0.1,-2.1,-0.48,1.45,-0.02,0.0362,0.0017,0.9861,32.02804269,118.8578278,31.47,0.009,0.003,0.05,0.01,15,5,91,2,2*4C,
$GPCHC,2125,119804.8,303.99,0.13,-1.93,-0.17,1.37,0,0.0336,0.0023,0.9965,32.0280427,118.8578278,31.47,-0.007,-0.015,0.121,0.016,15,5,91,3,2*60,
$GPCHC,2125,119805.2,303.47,0.9,-3.7,-0.2,4.07,-0.15,0.0679,0.0165,1.0502,32.02804271,118.8578278,31.49,-0.021,0.043,-0.1,0.048,13,5,91,3,2*48,
$GPCHC,2125,119805.4,303.47,0.39,-1.89,0.62,-0.25,-0.07,0.0325,0.0066,0.9877,32.0280427,118.8578276,31.49,-0.026,0.015,0.026,0.03,13,5,91,3,2*66,
$GPCHC,2125,119805.8,303.18,0.4,-2.12,0.04,-0.18,-0.04,0.0371,0.007,1.0034,32.02804265,118.8578278,31.52,0.044,-0.067,0.212,0.08,13,6,91,1,2*69,
$GPCHC,2125,119806.4,3.86,0.28,-2.07,0.04,-0.11,-0.07,0.0361,0.0049,0.9969,32.02804263,118.8578281,31.53,0.061,0.064,-0.253,0.088,15,7,91,1,2*68,
$GPCHC,2125,119806.8,3.31,0.27,-2.01,-0.02,-0.25,-0.04,0.035,0.0048,0.9992,32.02804244,118.8578281,31.54,-0.023,-0.078,0.198,0.082,14,6,91,1,2*66,
$GPCHC,2125,119807.2,0,0.32,-2.11,0.05,-0.19,-0.03,0.0369,0.0056,0.9998,32.02804235,118.8578282,31.5,-0.003,-0.045,-0.113,0.045,9,4,91,1,2*5C,
$GPCHC,2125,119807.6,0,0.31,-2.12,0.04,-0.15,-0.06,0.037,0.0054,0.9986,32.02804238,118.857828,31.48,0.018,0.01,0.137,0.02,11,4,91,1,2*41,
$GPCHC,2125,119808,0,0.32,-2.13,0.06,-0.12,-0.06,0.0372,0.0056,0.9987,32.0280424,118.857828,31.47,-0.144,-0.023,-0.242,0.146,11,4,91,2,2*6B,
$GPCHC,2125,119808.2,0,0.33,-2.1,0.06,-0.14,-0.07,0.0367,0.0057,0.9989,32.02804245,118.8578281,31.49,0.098,0.049,0.199,0.109,11,4,91,2,2*42,
$GPCHC,2125,119808.8,0,0.32,-2.11,0.01,-0.14,-0.03,0.0368,0.0056,0.9989,32.02804251,118.8578282,31.48,0.045,0.037,-0.029,0.058,10,4,91,3,2*6C,
$GPCHC,2125,119809.4,0,0.31,-2.1,0.07,-0.14,-0.02,0.0366,0.0055,0.9989,32.02804253,118.8578281,31.48,-0.01,-0.013,-0.123,0.017,13,4,91,3,2*6B,
$GPCHC,2125,119809.8,0,0.31,-2.12,0.02,-0.16,-0.07,0.037,0.0054,0.9987,32.02804257,118.857828,31.5,-0.1,0.005,0.142,0.101,12,4,91,4,2*63,
$GPCHC,2125,119810.6,32.22,0.31,-2.13,0.06,-0.15,-0.01,0.0371,0.0055,0.9988,32.02804258,118.8578281,31.49,0.052,0.013,-0.056,0.053,14,6,91,4,2*58,
$GPCHC,2125,119811,32.26,0.31,-2.12,0.03,-0.15,-0.03,0.037,0.0054,0.9989,32.02804261,118.8578281,31.49,-0.028,-0.009,-0.099,0.029,14,6,91,5,2*5A,
$GPCHC,2125,119811.4,57.14,0.31,-2.1,0.03,-0.14,-0.07,0.0366,0.0053,0.9991,32.02804266,118.8578281,31.51,0.022,0.03,0.081,0.038,13,6,91,5,2*78,
$GPCHC,2125,119811.8,57.19,0.3,-2.12,0.06,-0.16,0,0.037,0.0053,0.9987,32.02804264,118.8578282,31.51,0.047,0.023,0.009,0.052,13,6,91,1,2*77,
$GPCHC,2125,119812.2,57.17,0.31,-2.12,0.03,-0.15,-0.01,0.037,0.0054,0.9985,32.02804265,118.8578282,31.51,0.027,0.002,0.048,0.027,13,6,91,1,2*70,
$GPCHC,2125,119812.4,57.17,0.31,-2.12,0.04,-0.14,-0.05,0.037,0.0055,0.999,32.02804267,118.8578282,31.5,0.024,-0.004,-0.013,0.025,17,6,91,1,2*7F,
$GPCHC,2125,119812.8,259.19,0.31,-2.12,0.04,-0.17,-0.01,0.037,0.0054,0.9986,32.02804266,118.8578281,31.51,0.007,-0.006,0.051,0.009,16,9,91,1,2*6F,
$GPCHC,2125,119813.4,270.75,0.31,-2.11,0.07,-0.19,-0.02,0.0368,0.0055,0.9987,32.02804268,118.8578281,31.51,-0.011,0.001,0.043,0.011,16,9,91,1,2*62,
$GPCHC,2125,119813.8,270.61,0.31,-2.12,0.03,-0.15,-0.03,0.0369,0.0053,0.9986,32.02804269,118.8578281,31.51,-0.018,0.004,0.005,0.019,15,9,91,1,2*68,
$GPCHC,2125,119814.2,270.66,0.32,-2.13,0.06,-0.16,-0.03,0.0371,0.0055,0.9988,32.0280427,118.8578281,31.51,0.041,0.013,-0.012,0.043,16,9,91,1,2*6F,
$GPCHC,2125,119814.4,270.66,0.32,-2.13,0.02,-0.14,-0.06,0.0371,0.0055,0.9987,32.0280427,118.8578281,31.51,0.047,-0.002,-0.03,0.047,16,9,91,1,2*43,
$GPCHC,2125,119814.6,311.81,0.3,-2.12,0.05,-0.15,-0.06,0.037,0.0053,0.9987,32.02804267,118.8578281,31.5,0.034,-0.021,-0.071,0.04,16,11,91,0,2*75,
$GPCHC,2125,119814.8,311.86,0.31,-2.12,0.08,-0.17,-0.01,0.0369,0.0054,0.9989,32.0280427,118.8578281,31.5,-0.017,0.006,-0.005,0.018,15,11,91,1,2*73,
$GPCHC,2125,119815.2,312.1,0.3,-2.12,0.05,-0.14,-0.05,0.0369,0.0052,0.9987,32.02804268,118.8578281,31.51,0.007,-0.031,-0.019,0.031,15,11,91,1,2*73,
$GPCHC,2125,119815.4,312.1,0.31,-2.12,0.07,-0.13,-0.04,0.037,0.0054,0.9988,32.02804269,118.8578281,31.52,0.006,-0.011,0.063,0.013,15,11,91,1,2*5E,
$GPCHC,2125,119815.6,328.45,0.31,-2.11,0.03,-0.15,-0.06,0.0367,0.0055,0.9987,32.02804269,118.8578281,31.51,-0.002,0.016,0.031,0.016,15,13,91,0,2*53,
$GPCHC,2125,119815.8,328.37,0.31,-2.13,0.05,-0.15,-0.07,0.0371,0.0054,0.9989,32.02804269,118.857828,31.51,-0.023,-0.016,0.052,0.028,15,13,91,1,2*73,
$GPCHC,2125,119816,328.37,0.31,-2.12,0.01,-0.15,-0.02,0.0369,0.0054,0.9988,32.0280427,118.857828,31.51,-0.034,-0.018,-0.037,0.039,14,13,91,1,2*59,
$GPCHC,2125,119816.2,328.62,0.31,-2.12,0.05,-0.15,-0.06,0.037,0.0053,0.9989,32.02804269,118.8578281,31.52,-0.026,0.017,0.047,0.031,14,12,91,1,2*5B,
$GPCHC,2125,119816.4,332.07,0.31,-2.12,0.02,-0.16,-0.05,0.0369,0.0055,0.9987,32.02804271,118.8578281,31.52,0.015,0.012,-0.05,0.02,14,12,91,1,2*55,
$GPCHC,2125,119816.6,332.07,2.73,-1.66,-1.7,0.03,-5.28,0.0279,0.0459,0.9634,32.02804269,118.8578281,31.53,-0.027,-0.015,0.06,0.031,14,12,91,0,2*79,
$GPCHC,2125,119816.8,331.99,0.61,-1.27,0.47,-2.63,-2.63,0.0235,0.0113,1.0576,32.02804273,118.8578281,31.52,0.004,0.012,-0.007,0.013,14,12,91,1,2*50,
$GPCHC,2125,119817,332.22,-5.57,-3.45,-1.59,-6.43,-5.28,0.0604,-0.0981,1.0038,32.02804281,118.8578281,31.52,0.041,0.022,-0.028,0.046,14,12,91,1,2*79,
$GPCHC,2125,119817.4,332.77,-10,-6.7,2.03,-4.24,1.93,0.1517,-0.2294,1.2916,32.02804272,118.8578279,31.53,-0.038,-0.256,-0.001,0.259,16,12,91,1,2*4C,
$GPCHC,2125,119817.6,12.71,-1.25,25.48,6.91,-15.18,-25.53,-0.5476,-0.0278,1.1493,32.02804184,118.8578277,31.52,-0.151,-0.573,-0.106,0.592,16,13,91,0,2*58,
