Header,GPSWeek,GPSTime,Heading,Pitch,Roll,gyrox,gyroy,gyroz,accx,accy,accz,Lattitude,Longitude,Altitude,Ve,Vn,Vu,V,NSV1,NSV2,Status,Age,Warming*Cs,
$GPCHC,2125,120258.4,294.23,-3.55,-2.69,4.15,-5.83,-1.94,0.0356,-0.0471,0.7577,32.029506,118.8565296,27.4,0.82,-0.351,0.025,0.892,24,19,41,1,2*54,
$GPCHC,2125,120258.6,293.27,0.26,1.66,1.03,6.68,-1.35,-0.0188,0.003,0.6496,32.02950535,118.8565313,27.43,0.812,-0.332,0.073,0.877,23,19,41,0,2*77,
$GPCHC,2125,120259,294.13,-6.09,4.71,-3.04,6.04,-0.65,-0.0563,-0.0731,0.6831,32.02950396,118.8565348,27.43,0.819,-0.436,0.019,0.928,23,19,41,1,2*5F,
$GPCHC,2125,120259.2,294.04,-4.88,1.38,1.62,10.37,-0.53,-0.0207,-0.0734,0.859,32.02950337,118.8565365,27.43,0.827,-0.313,-0.12,0.884,23,19,41,1,2*6A,
$GPCHC,2125,120259.4,294.32,-0.14,-5.38,-1.65,7.45,-2.29,0.0635,-0.0016,0.6742,32.02950267,118.8565382,27.45,0.772,-0.373,-0.015,0.857,24,17,41,1,2*79,
$GPCHC,2125,120259.6,294.69,-2.93,-0.22,1.65,0.52,-0.72,0.0028,-0.0379,0.7407,32.02950201,118.8565399,27.45,0.806,-0.315,-0.073,0.865,23,18,41,1,2*58,
$GPCHC,2125,120259.8,294.24,-1.91,2.37,2.97,16.8,-1.54,-0.0338,-0.0273,0.8172,32.02950138,118.8565416,27.48,0.851,-0.287,-0.032,0.898,24,19,41,1,2*61,
$GPCHC,2125,120260.4,294.28,-2.46,-3.59,-0.22,14.86,-2.53,0.04,-0.0275,0.6389,32.02949933,118.8565467,27.49,0.857,-0.328,0.039,0.917,24,19,41,1,2*66,
$GPCHC,2125,120260.6,295.09,-5.96,-11.11,-2.19,15.27,-3.12,0.1315,-0.0712,0.6696,32.02949858,118.8565483,27.5,0.736,-0.404,0.001,0.839,24,19,41,1,2*53,
$GPCHC,2125,120260.8,295.09,-5.61,1.38,-0.95,10.98,-1.72,-0.0173,-0.0706,0.7194,32.02949795,118.8565501,27.51,0.823,-0.397,0.021,0.914,23,19,41,1,2*64,
$GPCHC,2125,120261,295.44,-3.01,2.51,2.18,16.42,0.1,-0.031,-0.0373,0.7086,32.02949718,118.8565517,27.54,0.754,-0.427,0.251,0.867,23,19,41,1,2*6E,
$GPCHC,2125,120261.2,296.42,0.29,-0.95,1.06,-8.82,-0.91,0.0084,0.0026,0.5063,32.02949645,118.8565534,27.56,0.732,-0.432,0.269,0.85,23,18,41,1,2*5A,
$GPCHC,2125,120261.6,294.98,-0.47,-0.83,-3.42,-4.86,0.89,0.0091,-0.0051,0.6288,32.02949508,118.856557,27.55,0.851,-0.377,-0.101,0.931,24,20,41,0,2*77,
$GPCHC,2125,120261.8,294.38,-0.63,-2.63,2.19,-7.02,-0.23,0.0322,-0.0077,0.703,32.02949442,118.8565586,27.56,0.815,-0.341,-0.053,0.884,24,19,41,1,2*78,
$GPCHC,2125,120262,294.68,-4.97,-1.37,-1.65,-5.33,1.22,0.0151,-0.0549,0.6305,32.0294937,118.8565604,27.57,0.839,-0.389,0.036,0.925,24,19,41,1,2*5B,
$GPCHC,2125,120262.2,293.66,0.48,2.86,-4.69,-6.95,1.54,-0.0289,0.0049,0.5787,32.02949306,118.8565621,27.59,0.801,-0.386,0.219,0.889,24,21,41,1,2*51,
$GPCHC,2125,120262.4,293.22,-0.98,0.34,3.25,-5.15,-0.51,-0.0052,-0.015,0.8809,32.0294924,118.8565638,27.6,0.782,-0.372,0.112,0.866,25,18,41,1,2*5A,
$GPCHC,2125,120262.6,293.22,-2.26,1.49,-2.44,-3.3,-0.7,-0.0163,-0.0247,0.6268,32.02949181,118.8565655,27.63,0.777,-0.297,0.042,0.832,24,18,41,0,2*7E,
$GPCHC,2125,120262.8,293.38,-3.04,-0.06,-3.07,-9.39,-0.92,0.0007,-0.0387,0.7294,32.02949119,118.8565673,27.64,0.812,-0.303,-0.099,0.867,24,21,41,1,2*52,
$GPCHC,2125,120263,293.38,-1.57,-0.13,-4.47,-7.1,-0.09,0.0014,-0.0164,0.5967,32.0294905,118.856569,27.64,0.804,-0.395,0.07,0.896,24,21,41,1,2*70,
$GPCHC,2125,120263.2,294.02,-1.49,1.23,2.44,-10.54,1.46,-0.0201,-0.0243,0.9356,32.02948981,118.8565707,27.65,0.815,-0.379,0.146,0.899,24,18,41,1,2*4C,
$GPCHC,2125,120263.4,293.7,4.19,3.56,-1.79,-17.27,0.91,-0.032,0.0378,0.5148,32.0294892,118.8565723,27.66,0.835,-0.288,0.061,0.884,23,20,41,1,2*6B,
$GPCHC,2125,120263.6,293.7,0.66,13.73,6.29,-0.06,0.66,-0.1981,0.0096,0.8104,32.02948861,118.856574,27.66,0.76,-0.385,0.07,0.852,25,20,41,1,2*4E,
$GPCHC,2125,120263.8,293.06,-0.58,18.2,4.79,-3.87,2.68,-0.415,-0.0135,1.2622,32.02948797,118.8565757,27.7,0.801,-0.265,0.136,0.844,25,21,41,1,2*48,
$GPCHC,2125,120264,291.42,0.46,11.6,-3.36,-1.09,1.36,-0.1691,0.0068,0.824,32.0294874,118.8565774,27.69,0.796,-0.243,-0.134,0.832,24,21,41,1,2*49,
$GPCHC,2125,120264.2,290.03,-3.07,5.63,7.27,18.42,4.9,-0.1078,-0.0589,1.0931,32.02948687,118.8565791,27.72,0.814,-0.332,0.079,0.879,24,21,41,1,2*62,
$GPCHC,2125,120264.4,290.93,-6.96,-2.17,-0.88,3.89,2.41,0.0355,-0.1142,0.935,32.02948632,118.8565807,27.72,0.782,-0.267,0.042,0.826,25,21,41,1,2*77,
$GPCHC,2125,120264.6,290.93,-5.89,6.11,-4.19,-11.97,4.72,-0.135,-0.1308,1.2612,32.02948587,118.8565824,27.71,0.818,-0.238,-0.11,0.851,24,21,41,1,2*48,
$GPCHC,2125,120264.8,288.68,-0.94,-4.85,-4.56,16.52,6.03,0.1327,-0.0259,1.5647,32.02948534,118.8565841,27.73,0.777,-0.3,0.231,0.833,24,20,41,1,2*4C,
$GPCHC,2125,120265,288.39,8.96,-13.34,1.35,28.26,9.31,0.2432,0.1661,1.0256,32.02948489,118.8565858,27.73,0.769,-0.233,0.131,0.804,24,21,41,1,2*59,
$GPCHC,2125,120265.4,285.74,-5.46,-1.21,3.54,6.1,7.14,0.0289,-0.1307,1.366,32.02948427,118.8565894,27.73,0.877,-0.136,-0.216,0.888,25,19,41,1,2*77,
$GPCHC,2125,120265.6,283.84,1.99,-5.97,-2.24,28.52,7.81,0.1335,0.0445,1.2757,32.02948394,118.8565912,27.76,0.825,-0.252,0.003,0.863,25,20,41,0,2*49,
$GPCHC,2125,120266,282.41,-2.46,-16.99,-5.57,21.52,4.67,0.3592,-0.0529,1.1759,32.02948339,118.8565948,27.79,0.914,-0.266,0.226,0.952,24,19,41,1,2*7C,
$GPCHC,2125,120266.4,281.08,-2.36,-1.88,3.16,9.86,3.81,0.0494,-0.0623,1.5082,32.02948293,118.8565984,27.78,0.913,-0.088,0,0.917,25,18,41,1,2*5A,
$GPCHC,2125,120266.6,279.64,0.71,-2.12,-0.65,20.5,4.58,0.0522,0.0174,1.4089,32.02948265,118.8566,27.78,0.774,-0.139,0.178,0.786,24,19,41,0,2*40,
$GPCHC,2125,120266.8,279.93,3.57,-8.14,4.34,33.08,6.95,0.1796,0.0792,1.2566,32.02948239,118.8566019,27.81,0.889,-0.109,0.053,0.895,23,18,41,1,2*63,
$GPCHC,2125,120267.2,277.23,-5.34,-13.3,3.08,2.79,4.46,0.2648,-0.1075,1.12,32.0294821,118.8566056,27.81,0.961,-0.276,0.424,1,24,18,41,1,2*6D,
$GPCHC,2125,120267.6,275.28,-1.51,1.57,0.13,13.62,-0.43,-0.039,-0.0374,1.4239,32.02948194,118.8566091,27.82,0.891,0.042,-0.01,0.892,25,19,41,1,2*4C,
$GPCHC,2125,120267.8,275.29,1.09,-2.75,-0.82,5.43,-7.85,0.0672,0.0267,1.4025,32.0294817,118.8566109,27.82,0.88,-0.135,0.058,0.891,26,20,41,1,2*58,
$GPCHC,2125,120268,275.29,-2.88,22.25,2.19,4.16,-13.58,-0.4774,-0.0634,1.1671,32.02948157,118.8566128,27.82,0.864,-0.11,0.096,0.871,26,20,41,1,2*75,
$GPCHC,2125,120268.2,277.89,-3.55,-5.38,-3.53,18.86,-7.89,0.1089,-0.072,1.1565,32.02948122,118.8566144,27.82,0.771,-0.213,0.054,0.8,25,19,41,1,2*61,
$GPCHC,2125,120268.4,280.06,-2.23,4.95,9.3,19.33,-2.37,-0.0832,-0.0376,0.9603,32.02948082,118.8566161,27.83,0.758,-0.179,0.065,0.778,25,20,41,1,2*41,
$GPCHC,2125,120268.6,279.64,-3.12,6.74,-1.38,5.45,-1.3,-0.1087,-0.0505,0.9199,32.02948053,118.8566178,27.84,0.832,-0.164,0.048,0.848,25,19,41,1,2*5E,
$GPCHC,2125,120268.8,281.03,1.95,13.25,-7.15,-3.68,-9.22,-0.1512,0.0224,0.6421,32.0294802,118.8566196,27.81,0.867,-0.192,-0.113,0.888,24,20,41,1,2*67,
$GPCHC,2125,120269,280.85,-5.35,4.91,5.85,18.45,-5.35,-0.078,-0.0854,0.9083,32.02947987,118.8566214,27.83,0.905,-0.19,0.137,0.925,24,19,41,1,2*45,
$GPCHC,2125,120269.2,280.61,-4.02,-0.31,-1,24.73,-1.72,0.0061,-0.0782,1.1139,32.02947951,118.8566231,27.84,0.778,-0.181,0.174,0.798,24,18,41,1,2*6B,
$GPCHC,2125,120269.8,282.92,-2.62,-2.45,-0.11,27.01,-0.69,0.0557,-0.0597,1.3026,32.02947833,118.8566287,27.86,0.884,-0.216,-0.049,0.91,25,20,41,2,2*43,
$GPCHC,2125,120270.2,283.63,-6.09,6.01,-0.24,12.4,-2.6,-0.1288,-0.1312,1.2236,32.02947752,118.8566323,27.88,0.884,-0.263,0.192,0.922,25,20,41,2,2*61,
$GPCHC,2125,120270.4,283.68,-4.41,1.78,0.46,10.44,-1.97,-0.0391,-0.0969,1.2548,32.02947718,118.8566341,27.88,0.869,-0.233,-0.047,0.9,25,20,41,2,2*64,
$GPCHC,2125,120270.6,283.68,-7.16,1.98,-1.89,5.1,1.25,-0.0362,-0.132,1.0497,32.02947673,118.8566359,27.89,0.813,-0.274,-0.011,0.858,25,20,41,2,2*59,
$GPCHC,2125,120270.8,284,-3.99,3.87,-0.88,10.72,0.89,-0.0828,-0.0856,1.2241,32.02947637,118.8566377,27.88,0.765,-0.211,-0.133,0.793,25,20,41,3,2*64,
$GPCHC,2125,120271,284.65,6.12,-17.91,-2.89,30.42,4.23,0.4316,0.1505,1.3356,32.02947598,118.8566396,27.89,0.859,-0.17,-0.09,0.876,25,19,41,3,2*54,
$GPCHC,2125,120271.4,282.38,-3.26,-1.66,5.1,5.65,5.35,0.0274,-0.0538,0.9449,32.02947536,118.8566432,27.93,0.967,-0.208,0.023,0.989,25,20,41,3,2*5B,
$GPCHC,2125,120271.6,281.05,-5.45,-6.83,5.25,-18.64,12.95,0.1112,-0.0891,0.9281,32.02947523,118.8566447,27.92,0.681,-0.049,-0.104,0.682,25,20,41,3,2*5A,
$GPCHC,2125,120271.8,281.05,-6.2,6.78,-3.92,-9.74,7.65,-0.1478,-0.1358,1.2421,32.02947511,118.8566463,27.95,0.885,0.029,-0.094,0.886,25,20,41,1,2*51,
$GPCHC,2125,120272.2,276.19,-1.57,3.41,-10.67,-34.07,0.73,-0.0805,-0.0372,1.3508,32.02947494,118.8566501,27.96,0.889,-0.028,-0.071,0.89,25,20,41,1,2*76,
$GPCHC,2125,120272.6,276.8,-1.72,-3.2,-5.37,-28.69,0.95,0.0726,-0.0391,1.2998,32.02947449,118.8566539,28.03,0.855,-0.099,0.19,0.861,26,20,41,0,2*6A,
$GPCHC,2125,120272.8,276.45,2.59,-2.55,-3.39,-10.52,0.94,0.0668,0.0679,1.5005,32.02947428,118.8566557,28.04,0.883,-0.095,0.078,0.888,26,20,41,1,2*6F,
$GPCHC,2125,120273.6,276.83,0.18,-7.13,-2.12,3.57,1.99,0.1774,0.0045,1.4191,32.02947366,118.8566632,28.08,0.845,-0.137,0.179,0.856,23,19,41,1,2*73,
$GPCHC,2125,120274,277.29,3,0.36,-1.64,12.51,0.43,-0.01,0.0821,1.5683,32.02947339,118.8566669,28.08,0.886,0.023,-0.117,0.887,22,19,41,1,2*4D,
$GPCHC,2125,120274.4,278.41,2.19,-2.9,7.95,18.14,0.4,0.0639,0.0484,1.2633,32.02947295,118.8566706,28.1,0.742,-0.067,-0.095,0.745,21,18,41,1,2*41,
$GPCHC,2125,120274.6,274.5,-1.58,-5.18,-0.38,7.84,1.11,0.1307,-0.04,1.4403,32.02947278,118.8566725,28.14,0.888,-0.166,0.025,0.904,21,16,41,0,2*79,
$GPCHC,2125,120274.8,274.4,-0.65,-4.23,-1.97,6.1,1.26,0.1077,-0.0166,1.4553,32.02947272,118.8566745,28.13,0.994,-0.106,0.085,0.999,22,13,41,1,2*70,
$GPCHC,2125,120275,271.41,-2.44,-5.68,-4.58,1.23,0.41,0.1476,-0.0635,1.4833,32.02947242,118.8566763,28.12,0.889,-0.191,-0.203,0.91,22,15,41,1,2*5E,
$GPCHC,2125,120275.2,270.3,-1.15,-1.07,-1.35,7.87,0.02,0.0276,-0.0296,1.4758,32.02947224,118.8566782,28.12,0.876,-0.232,-0.079,0.906,21,15,41,1,2*5D,
$GPCHC,2125,120275.4,273.44,0.02,6.73,-6.74,9.49,2.47,-0.1882,0.0007,1.5949,32.02947227,118.85668,28.13,0.862,-0.064,0.19,0.864,23,18,41,1,2*78,
$GPCHC,2125,120276,275.81,0.43,-5.15,2.48,16.87,0.75,0.109,0.0092,1.2093,32.02947197,118.8566857,28.15,0.839,-0.036,0.066,0.84,22,17,41,1,2*60,
$GPCHC,2125,120276.4,274.63,3.91,-4.61,3.72,22.9,0.36,0.1062,0.0904,1.3177,32.02947166,118.8566894,28.15,0.787,-0.148,0.134,0.801,26,17,41,1,2*6A,
$GPCHC,2125,120276.8,273.08,1.75,-1.42,0.52,14.03,0.15,0.035,0.0431,1.4095,32.02947134,118.8566932,28.17,0.856,-0.06,0.028,0.858,26,17,41,1,2*6C,
$GPCHC,2125,120277.2,274.63,3.51,-0.19,-0.87,5.87,0.33,0.0046,0.0847,1.3805,32.02947096,118.8566969,28.19,0.859,-0.075,-0.062,0.863,26,17,41,1,2*5A,
$GPCHC,2125,120277.4,274.63,0.49,-4.32,-5.97,5.86,0.6,0.1186,0.0135,1.5703,32.02947077,118.856699,28.18,0.99,-0.113,-0.021,0.997,26,17,41,1,2*53,
$GPCHC,2125,120277.6,275.4,3.47,-3.6,2.09,21.48,0.23,0.0984,0.0951,1.5631,32.02947068,118.8567008,28.19,0.899,0.018,-0.056,0.899,26,17,41,1,2*6C,
$GPCHC,2125,120278,273.42,-1.06,-6.96,3.63,11.19,-0.58,0.1432,-0.0218,1.1723,32.02947034,118.8567045,28.19,0.809,-0.042,0.06,0.811,24,17,41,1,2*41,
$GPCHC,2125,120278.2,274.58,2.16,-8.63,3.6,13.84,-1.27,0.1913,0.0481,1.2596,32.0294701,118.8567064,28.21,0.92,-0.137,0.313,0.93,23,17,41,1,2*4C,
$GPCHC,2125,120278.4,274.58,1.31,-7.23,4.24,10.68,1.16,0.1427,0.0259,1.1237,32.02947,118.8567084,28.19,0.899,-0.11,0.109,0.906,24,17,41,1,2*62,
$GPCHC,2125,120278.8,275.4,4.64,-5.67,1.69,12.33,0.38,0.1221,0.1003,1.2295,32.02946958,118.856712,28.23,0.833,-0.042,0.203,0.834,24,18,41,1,2*68,
$GPCHC,2125,120279.2,275.22,0.98,-8.37,7.95,10.65,-0.22,0.167,0.0197,1.135,32.02946927,118.8567158,28.23,0.927,0.009,0.121,0.928,24,18,41,1,2*61,
$GPCHC,2125,120279.6,275.93,4.87,-5.5,-2.96,10.31,1.64,0.1407,0.125,1.4615,32.02946892,118.8567196,28.23,0.934,-0.075,-0.07,0.937,25,20,41,1,2*65,
$GPCHC,2125,120279.8,276.42,3.31,-4.1,2.71,6.79,0.02,0.0902,0.0728,1.2576,32.02946869,118.8567215,28.28,0.881,-0.012,-0.096,0.881,25,20,41,1,2*76,
$GPCHC,2125,120280.4,276,-2.81,-4.6,4.36,3.77,-0.65,0.0742,-0.0455,0.9225,32.02946821,118.856727,28.28,0.812,0.048,-0.025,0.813,25,20,41,1,2*71,
$GPCHC,2125,120280.6,274.77,1.25,-6.87,3.24,5.05,-1.05,0.1176,0.0215,0.9765,32.02946808,118.856729,28.31,0.958,-0.015,0.243,0.958,23,20,41,1,2*78,
$GPCHC,2125,120281,275.22,-6.29,1.72,2.5,5.39,-0.41,-0.0292,-0.1075,0.9739,32.02946779,118.8567327,28.3,0.962,-0.174,-0.181,0.978,23,19,41,1,2*5D,
$GPCHC,2125,120281.2,274.42,-0.23,8.2,1.48,5.63,-0.72,-0.1475,-0.0042,1.0233,32.02946765,118.8567346,28.33,0.873,-0.07,0.175,0.876,23,20,41,1,2*75,
$GPCHC,2125,120281.4,277.51,-4.02,6.79,-0.07,7.06,1.56,-0.1223,-0.0728,1.0278,32.0294674,118.8567365,28.31,0.984,-0.201,-0.119,1.005,25,20,41,1,2*57,
$GPCHC,2125,120281.6,274.79,2.73,0.89,2.29,-2.91,0.22,-0.0162,0.0495,1.0376,32.02946737,118.8567383,28.32,0.791,0.076,-0.211,0.794,24,19,41,1,2*74,
$GPCHC,2125,120282.4,275.96,-0.58,-4.93,3.88,16.02,1.14,0.0838,-0.0099,0.9714,32.02946677,118.8567457,28.35,0.904,-0.177,0.149,0.921,25,19,41,1,2*67,
$GPCHC,2125,120282.6,274.98,-7.22,-17.74,3.33,6.31,4.68,0.2339,-0.0973,0.731,32.02946665,118.8567475,28.37,0.901,-0.088,0.062,0.906,24,19,41,0,2*60,
$GPCHC,2125,120282.8,267.29,5.34,13.12,0.53,-13.28,10.94,-0.2038,0.084,0.8745,32.02946655,118.8567494,28.36,0.901,-0.169,0.342,0.917,24,14,41,1,2*44,
$GPCHC,2125,120283,267.92,-16.47,-9.38,4.35,-3.89,17.06,0.1204,-0.2185,0.7291,32.02946653,118.8567512,28.38,0.78,0.074,0.139,0.784,24,14,41,1,2*5F,
$GPCHC,2125,120283.4,257.78,-2.88,9.34,-2.73,9.68,2.45,-0.1686,-0.0523,1.0247,32.0294667,118.8567547,28.39,0.99,-0.061,0.039,0.992,25,15,41,1,2*73,
$GPCHC,2125,120283.6,257.78,-1.03,3.84,3.52,14.02,1.68,-0.0582,-0.0156,0.8673,32.02946679,118.8567564,28.41,0.847,-0.028,0.17,0.848,26,15,41,1,2*64,
$GPCHC,2125,120283.8,258.77,-4.3,-1.47,0.15,5.31,3.26,0.0173,-0.0508,0.6754,32.02946713,118.8567582,28.41,0.869,0.115,0.08,0.877,26,13,41,1,2*70,
$GPCHC,2125,120284.4,265.94,-4.83,7.61,5.93,0.48,3.57,-0.1454,-0.0926,1.0878,32.02946772,118.8567636,28.42,0.916,0.238,0.134,0.947,25,16,41,1,2*7B,
$GPCHC,2125,120284.8,261.43,-0.85,12.91,3.22,-0.26,-0.45,-0.2472,-0.0163,1.0779,32.029468,118.8567673,28.45,0.825,0.114,0.214,0.833,23,16,41,1,2*41,
$GPCHC,2125,120285.2,263.15,-5.72,12.69,-2.09,6.74,-8.41,-0.264,-0.1205,1.1729,32.02946832,118.8567711,28.44,0.866,0.018,0.01,0.867,23,14,41,1,2*49,
$GPCHC,2125,120285.4,263.65,-8.45,8.18,-1.08,-6.56,-13.89,-0.0783,-0.0818,0.5446,32.02946843,118.8567728,28.46,0.766,0.106,-0.067,0.773,22,17,41,1,2*47,
$GPCHC,2125,120285.6,266.28,-3.45,-22.46,-7.65,26.69,-11.97,0.3765,-0.0594,0.9107,32.02946842,118.8567745,28.46,0.856,-0.085,0.135,0.86,22,17,41,1,2*6B,
$GPCHC,2125,120285.8,267.04,-9.52,1.83,2.19,-8.93,-7.33,-0.0292,-0.1534,0.9147,32.02946803,118.8567762,28.52,0.74,-0.073,-0.143,0.744,22,17,41,1,2*70,
$GPCHC,2125,120286,271.28,-3.25,-18.35,0.11,17.57,-3.04,0.2828,-0.051,0.8527,32.02946779,118.8567779,28.56,0.82,-0.122,0.227,0.829,22,16,41,1,2*7B,
$GPCHC,2125,120286.2,271.05,0.6,-1.48,3.12,27.17,0.22,0.0277,0.0114,1.0758,32.02946762,118.8567797,28.56,0.716,-0.123,0.095,0.727,22,16,41,1,2*61,
$GPCHC,2125,120286.6,272.49,0.08,-4.27,7.29,23.93,-0.29,0.0831,0.0015,1.1129,32.02946758,118.8567835,28.56,0.748,-0.086,-0.072,0.753,21,18,41,0,2*67,
$GPCHC,2125,120286.8,271.48,-0.56,-9.11,6.29,34.07,3.05,0.1621,-0.0101,1.0105,32.02946756,118.8567855,28.56,0.837,-0.057,0.177,0.839,21,17,41,1,2*68,
$GPCHC,2125,120287,271.48,-6.35,-9.59,2.17,23.33,3.32,0.1724,-0.1151,1.0202,32.02946742,118.8567873,28.57,0.729,-0.004,-0.034,0.729,20,17,41,1,2*44,
$GPCHC,2125,120287.6,269.93,-5.68,9.08,-7.79,1.96,5.94,-0.1947,-0.1226,1.2177,32.02946751,118.8567929,28.55,0.85,0.057,-0.12,0.852,23,14,41,1,2*71,
$GPCHC,2125,120287.8,269.17,-2.18,1.08,4.31,28.58,4.53,-0.0242,-0.0485,1.2775,32.02946752,118.8567947,28.55,0.879,0.063,-0.235,0.881,23,14,41,1,2*6E,
$GPCHC,2125,120288,269.17,4.28,-21.04,4.47,34.38,1.53,0.4447,0.0927,1.1557,32.02946761,118.8567965,28.59,0.881,0.033,0.283,0.881,21,14,41,1,2*73,
$GPCHC,2125,120288.4,267.34,-4.64,-11.25,-4.63,-3.14,-5.96,0.1002,-0.0417,0.5035,32.02946775,118.8568002,28.59,0.89,-0.045,0.36,0.891,24,15,41,1,2*43,
$GPCHC,2125,120288.6,269.84,-2.93,-8.34,2.89,-8.22,-0.19,0.0691,-0.0243,0.4709,32.02946767,118.8568019,28.59,0.827,-0.035,-0.2,0.828,24,15,41,1,2*70,
$GPCHC,2125,120288.8,271.33,3.59,-0.38,-1.6,4.93,2.54,0.0032,0.0307,0.4898,32.02946747,118.8568037,28.57,0.925,-0.042,0.061,0.925,24,15,41,1,2*73,
$GPCHC,2125,120289.2,270.46,-6.54,4.67,2.68,-17.22,4.62,-0.0803,-0.1131,0.9827,32.02946751,118.8568075,28.61,0.802,-0.027,0.071,0.802,23,14,41,1,2*4D,
$GPCHC,2125,120289.6,268.53,-0.48,14.83,-1.64,-6.2,3.93,-0.2679,-0.0088,1.0117,32.0294677,118.856811,28.58,0.775,0.09,-0.371,0.781,25,15,41,1,2*60,
$GPCHC,2125,120289.8,266.97,0.14,13.01,0.57,6.66,-0.39,-0.186,0.002,0.8052,32.02946787,118.8568129,28.59,0.85,0.072,-0.102,0.853,24,16,41,1,2*47,
$GPCHC,2125,120290,267.6,-5.6,0.11,1.21,9.49,4.13,-0.0013,-0.0662,0.6745,32.02946789,118.8568147,28.64,0.856,0.006,0.292,0.856,22,15,41,1,2*70,
$GPCHC,2125,120290.4,263.89,-0.22,11.68,7.21,-0.37,4.94,-0.2066,-0.004,0.9999,32.02946829,118.8568184,28.64,0.914,0.145,-0.046,0.926,25,16,41,1,2*4E,
$GPCHC,2125,120290.6,263.86,-3.64,13.37,-0.82,0.88,1.98,-0.2294,-0.0632,0.9649,32.02946845,118.8568202,28.65,0.836,0.085,-0.049,0.841,24,16,41,1,2*47,
$GPCHC,2125,120290.8,263.86,-4.66,-0.69,-3.13,9.22,1.8,0.0094,-0.0643,0.7889,32.02946858,118.856822,28.66,0.855,0.195,-0.005,0.876,23,16,41,1,2*70,
$GPCHC,2125,120291,259.84,-10.78,-6.35,2.28,-3.77,0.55,0.1038,-0.1787,0.9325,32.02946888,118.8568237,28.65,0.913,0.134,-0.14,0.922,22,15,41,1,2*43,
$GPCHC,2125,120291.6,260.23,-2.91,-3.81,-0.23,-10.4,-6.31,0.0758,-0.0579,1.1373,32.02946967,118.8568292,28.7,0.847,0.015,0.313,0.848,22,17,41,1,2*66,
$GPCHC,2125,120291.8,261.55,-0.69,-12.04,-4.86,-18.87,-4.77,0.2335,-0.0135,1.0951,32.02946997,118.856831,28.65,0.908,0.095,-0.115,0.913,22,15,41,1,2*73,
$GPCHC,2125,120292,261.55,-0.89,13.09,4.82,1.56,-5.78,-0.2529,-0.0173,1.0875,32.02947014,118.8568327,28.66,0.87,0.021,0.236,0.871,22,15,41,1,2*64,
$GPCHC,2125,120292.2,261.08,-3.57,9.81,-1.5,-5.7,-1.73,-0.21,-0.0769,1.2143,32.02947031,118.8568344,28.69,0.795,0.148,0.116,0.808,22,12,41,1,2*5D,
$GPCHC,2125,120292.4,261.08,-6.51,9.9,2.31,-1.56,-1.24,-0.2224,-0.1476,1.2746,32.02947041,118.8568361,28.69,0.822,0.064,-0.214,0.825,22,12,41,1,2*5C,
$GPCHC,2125,120292.6,263.17,0.38,15,8.71,2.89,-4.92,-0.3383,0.0087,1.2623,32.02947064,118.8568382,28.67,0.887,0.127,-0.251,0.896,20,15,41,1,2*4F,
$GPCHC,2125,120292.8,260.83,-1.3,10.27,-5.28,9.63,-10.48,-0.2479,-0.0314,1.368,32.0294708,118.8568401,28.71,0.964,0.163,-0.028,0.978,19,12,41,1,2*5A,
$GPCHC,2125,120293,261.99,-11.15,13.78,-15.71,-14.7,-8.94,-0.1998,-0.1652,0.8145,32.02947091,118.8568419,28.7,0.888,-0.045,-0.081,0.889,19,14,41,1,2*51,
$GPCHC,2125,120293.2,264.58,3.81,19.29,-4.78,-13.23,-11.99,-0.2051,0.0414,0.5861,32.02947083,118.8568436,28.73,0.864,-0.059,0.27,0.866,19,13,41,1,2*4F,
$GPCHC,2125,120293.4,264.58,-0.45,9.7,3.38,15.59,-4.28,-0.1974,-0.0092,1.1553,32.02947086,118.8568454,28.76,0.805,0.12,0.042,0.814,22,13,41,1,2*6E,
$GPCHC,2125,120293.6,266.52,0.99,12.23,1.87,8.06,-1.3,-0.2475,0.0202,1.1417,32.02947094,118.8568472,28.75,0.818,0.124,-0.131,0.827,21,12,41,1,2*41,
$GPCHC,2125,120294,270.13,-2.1,8.65,5.1,-2.97,-2.5,-0.1912,-0.0467,1.257,32.02947122,118.8568511,28.75,0.838,0.191,0.046,0.859,19,13,41,1,2*7D,
$GPCHC,2125,120294.2,269.93,-2.89,7.63,1.06,1.54,0.26,-0.1802,-0.0684,1.3457,32.02947125,118.8568529,28.76,0.776,0.108,0.081,0.784,18,12,41,1,2*78,
$GPCHC,2125,120294.4,269.93,-3.61,6.06,5.92,-0.59,0.92,-0.1242,-0.0742,1.1692,32.02947121,118.8568548,28.78,0.904,-0.056,0.12,0.906,19,12,41,1,2*78,
$GPCHC,2125,120294.8,270.78,-1.35,8.82,-2.93,-3.11,-1.66,-0.1499,-0.023,0.9663,32.0294712,118.8568586,28.79,0.895,-0.031,0.314,0.896,18,13,41,1,2*7F,
$GPCHC,2125,120295,271.4,-4.95,6.03,2.82,0.31,0.94,-0.1181,-0.0973,1.1174,32.02947108,118.8568606,28.77,0.978,-0.049,-0.164,0.979,17,12,41,1,2*78,
$GPCHC,2125,120295.2,270.21,-1.42,4.93,1.54,-6.39,-1.39,-0.095,-0.0274,1.1018,32.02947107,118.8568625,28.8,0.91,-0.08,-0.111,0.914,18,12,41,1,2*76,
